time	I(L21)	I(L22)	I(R2)	I(R10)	I(R30)
8.184754844671794e-009	-7.442767e-011	2.936770e-010	4.132513e-008	4.134624e-008	1.006275e-012
8.184948597725727e-009	-7.448819e-011	2.939579e-010	4.134769e-008	4.136882e-008	1.007301e-012
8.184982810259959e-009	-7.449887e-011	2.940075e-010	4.135168e-008	4.137281e-008	1.007482e-012
8.184985546397939e-009	-7.449973e-011	2.940115e-010	4.135200e-008	4.137312e-008	1.007496e-012
8.184990169710685e-009	-7.450117e-011	2.940182e-010	4.135253e-008	4.137366e-008	1.007520e-012
8.184995968410086e-009	-7.450298e-011	2.940266e-010	4.135321e-008	4.137434e-008	1.007553e-012
8.185002963912981e-009	-7.450517e-011	2.940367e-010	4.135402e-008	4.137516e-008	1.007589e-012
8.185010610797859e-009	-7.450755e-011	2.940478e-010	4.135491e-008	4.137604e-008	1.007629e-012
8.185018551867994e-009	-7.451004e-011	2.940593e-010	4.135584e-008	4.137697e-008	1.007671e-012
8.185027925534393e-009	-7.451296e-011	2.940729e-010	4.135693e-008	4.137806e-008	1.007720e-012
8.185038553264773e-009	-7.451628e-011	2.940883e-010	4.135817e-008	4.137930e-008	1.007777e-012
8.185066874810722e-009	-7.452512e-011	2.941294e-010	4.136146e-008	4.138260e-008	1.007927e-012
8.185321741339630e-009	-7.460470e-011	2.944991e-010	4.139112e-008	4.141227e-008	1.009277e-012
8.185576607868536e-009	-7.468426e-011	2.948689e-010	4.142076e-008	4.144192e-008	1.010628e-012
8.185831474397444e-009	-7.476380e-011	2.952388e-010	4.145038e-008	4.147156e-008	1.011980e-012
8.186086340926350e-009	-7.484333e-011	2.956089e-010	4.147999e-008	4.150118e-008	1.013333e-012
8.186341207455257e-009	-7.492283e-011	2.959791e-010	4.150958e-008	4.153078e-008	1.014686e-012
8.186596073984163e-009	-7.500232e-011	2.963493e-010	4.153915e-008	4.156037e-008	1.016040e-012
8.186850940513071e-009	-7.508179e-011	2.967197e-010	4.156870e-008	4.158994e-008	1.017394e-012
8.201993797655920e-009	-7.980960e-011	3.190477e-010	4.329317e-008	4.331519e-008	1.099437e-012
8.217136654798769e-009	-8.441833e-011	3.415448e-010	4.496895e-008	4.499172e-008	1.183228e-012
8.232279511941618e-009	-8.890800e-011	3.642109e-010	4.659604e-008	4.661953e-008	1.268769e-012
8.247422369084469e-009	-9.327860e-011	3.870461e-010	4.817443e-008	4.819860e-008	1.356058e-012
8.262565226227318e-009	-9.753014e-011	4.100504e-010	4.970412e-008	4.972895e-008	1.445097e-012
8.277708083370167e-009	-1.016626e-010	4.332237e-010	5.118512e-008	5.121058e-008	1.535885e-012
8.292850940513016e-009	-1.056760e-010	4.565662e-010	5.261743e-008	5.264348e-008	1.628421e-012
8.293850940513015e-009	-1.059334e-010	4.580995e-010	5.271079e-008	5.273686e-008	1.634551e-012
8.321993797655858e-009	-1.128974e-010	5.015742e-010	5.524293e-008	5.527001e-008	1.810576e-012
8.350136654798700e-009	-1.192532e-010	5.444218e-010	5.765795e-008	5.768595e-008	1.988347e-012
8.378279511941542e-009	-1.250009e-010	5.866420e-010	5.995582e-008	5.998468e-008	2.167866e-012
8.406422369084386e-009	-1.301404e-010	6.282350e-010	6.213657e-008	6.216619e-008	2.349130e-012
8.434565226227228e-009	-1.346719e-010	6.692008e-010	6.420018e-008	6.423048e-008	2.532142e-012
8.462708083370071e-009	-1.385951e-010	7.095393e-010	6.614665e-008	6.617757e-008	2.716900e-012
8.490850940512913e-009	-1.419103e-010	7.492506e-010	6.797599e-008	6.800744e-008	2.903405e-012
8.505422369084334e-009	-1.433959e-010	7.692859e-010	6.889447e-008	6.892617e-008	2.999391e-012
8.519993797655755e-009	-1.447414e-010	7.890386e-010	6.979096e-008	6.982291e-008	3.095220e-012
8.534565226227176e-009	-1.459466e-010	8.085087e-010	7.066547e-008	7.069764e-008	3.190893e-012
8.549136654798596e-009	-1.470116e-010	8.276962e-010	7.151800e-008	7.155038e-008	3.286409e-012
